Country,State,Time,Commodity,Total Value ($US),Containerized Vessel Total Exports SWT (kg),Containerized Vessel Total Exports Value ($US)
France,Maine,Feb-17,"030632 Lobsters, Live, Fresh,or Chilled","109,685",,
France,Maine,Mar-17,"030632 Lobsters, Live, Fresh,or Chilled","94,562",,
France,Maine,Apr-17,"030632 Lobsters, Live, Fresh,or Chilled","28,118",,
France,Maine,Jul-17,"030632 Lobsters, Live, Fresh,or Chilled","72,099",,
France,Maine,Aug-17,"030632 Lobsters, Live, Fresh,or Chilled","45,084",,
France,Maine,Sep-17,"030632 Lobsters, Live, Fresh,or Chilled","14,400",,
France,Maine,Oct-17,"030632 Lobsters, Live, Fresh,or Chilled","65,175",,
France,Maine,Nov-17,"030632 Lobsters, Live, Fresh,or Chilled","64,159",,
France,Maine,Dec-17,"030632 Lobsters, Live, Fresh,or Chilled","301,841",,
France,Maine,Jan-18,"030632 Lobsters, Live, Fresh,or Chilled","29,654",,
France,Maine,Feb-18,"030632 Lobsters, Live, Fresh,or Chilled","9,653",,
France,Maine,Mar-18,"030632 Lobsters, Live, Fresh,or Chilled","21,245",,
France,Maine,Apr-18,"030632 Lobsters, Live, Fresh,or Chilled","3,615",,
France,Maine,May-18,"030632 Lobsters, Live, Fresh,or Chilled","14,400",,
France,Maine,Jul-18,"030632 Lobsters, Live, Fresh,or Chilled","49,695",,
France,Maine,Aug-18,"030632 Lobsters, Live, Fresh,or Chilled","108,150",,
France,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","97,053",,
France,Maine,Oct-18,"030632 Lobsters, Live, Fresh,or Chilled","325,824",,
France,Maine,Nov-18,"030632 Lobsters, Live, Fresh,or Chilled","170,149",,
France,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","421,765",,
France,Maine,Jan-19,"030632 Lobsters, Live, Fresh,or Chilled","44,400",,
France,Maine,Feb-19,"030632 Lobsters, Live, Fresh,or Chilled","15,381",,
France,Maine,Mar-19,"030632 Lobsters, Live, Fresh,or Chilled","8,800",,
France,Maine,Apr-19,"030632 Lobsters, Live, Fresh,or Chilled","10,368",,
France,Maine,Jun-19,"030632 Lobsters, Live, Fresh,or Chilled","72,167",,
Germany,Maine,Jul-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,865",,
Germany,Maine,Nov-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,682",,
Germany,Maine,Dec-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,662",,
Germany,Maine,Mar-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,197",,
Germany,Maine,Apr-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,800",,
Germany,Maine,Aug-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","97,587",,
Germany,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","77,251",,
Germany,Maine,Oct-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,096",,
Germany,Maine,Dec-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","315,976",,
Germany,Maine,Jan-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","62,397",,
Germany,Maine,Feb-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,623",,
Germany,Maine,Mar-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","54,820",,
Germany,Maine,May-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","61,625",,
Germany,Maine,Sep-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","34,000",,
Germany,Maine,Oct-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,855",,
Germany,Maine,Apr-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,768",,
Germany,Maine,May-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,732",,
Germany,Maine,Jun-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,360",,
Germany,Maine,Jul-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,400",,
Germany,Maine,Dec-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","31,747",,
Germany,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,026",,
Germany,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","62,780",,
Germany,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","81,840",,
Germany,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","41,411",,
Germany,Maine,Feb-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","56,606",,
Germany,Maine,Mar-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","67,310",,
Germany,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","35,984",,
Germany,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","55,461",,
Germany,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","59,274",,
Germany,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,235",,
Germany,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","48,691",,
Germany,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","45,457",,
Germany,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,432",,
Germany,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,854",,
Germany,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","61,224",,
Germany,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,885",,
Germany,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,542",,
Germany,Maine,Apr-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,040",,
Germany,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,624",,
Germany,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,760",,
Germany,Maine,Jan-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,700",,
Germany,Maine,Feb-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,312",,
Germany,Maine,Mar-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,816",,
Germany,Maine,May-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,600",,
Germany,Maine,Nov-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,720",,
Germany,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,250",,
Germany,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,370",,
Germany,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","72,276",,
Germany,Maine,Feb-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,536",,
Germany,Maine,Apr-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,864",,
Germany,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,062",,
Germany,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,405",,
Germany,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","21,616",,
Germany,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","29,260",,
Greece,Maine,Jan-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,128",,
Greece,Maine,Feb-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,575",,
Greece,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,700",,
Greece,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,715",,
Greece,Maine,Jul-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,500",,
Greece,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,804",,
Greece,Maine,Aug-18,"030632 Lobsters, Live, Fresh,or Chilled","14,383",,
Greece,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","11,143",,
Greece,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","7,860",,
Greece,Maine,Mar-19,"030632 Lobsters, Live, Fresh,or Chilled","4,575",,
Ireland,Maine,Dec-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,966",,
Ireland,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,346",,
Ireland,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,458",,
Ireland,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,800",,
Ireland,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,400",,
Ireland,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,800",,
Ireland,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,256",,
Ireland,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,400",,
Ireland,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,050",,
Ireland,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,200",,
Ireland,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,400",,
Italy,Maine,Jan-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","233,824",,
Italy,Maine,Feb-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","216,338",,
Italy,Maine,Mar-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","296,264",,
Italy,Maine,Apr-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","309,949",,
Italy,Maine,May-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","313,108",,
Italy,Maine,Jun-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","453,537",,
Italy,Maine,Jul-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","659,214",,
Italy,Maine,Aug-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","448,823",,
Italy,Maine,Sep-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","480,473","3,745","50,160"
Italy,Maine,Oct-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","613,942","4,000","47,520"
Italy,Maine,Nov-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","274,932",,
Italy,Maine,Dec-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","891,494",,
Italy,Maine,Jan-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","110,069",,
Italy,Maine,Feb-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","358,965",,
Italy,Maine,Mar-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","424,914",,
Italy,Maine,Apr-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","414,962",,
Italy,Maine,May-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","403,452",,
Italy,Maine,Jun-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","574,873",,
Italy,Maine,Jul-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","550,691",,
Italy,Maine,Aug-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","764,476",,
Italy,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","716,308",,
Italy,Maine,Oct-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","880,549","6,150","89,224"
Italy,Maine,Nov-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","626,624","4,116","52,311"
Italy,Maine,Dec-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,890,762",,
Italy,Maine,Jan-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","559,477",,
Italy,Maine,Feb-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","703,690",,
Italy,Maine,Mar-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","501,060",,
Italy,Maine,Apr-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","703,183",,
Italy,Maine,May-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,136,566",,
Italy,Maine,Jun-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","681,099",,
Italy,Maine,Jul-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","747,341",,
Italy,Maine,Aug-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","858,988",,
Italy,Maine,Sep-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","588,420",,
Italy,Maine,Oct-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","467,760",,
Italy,Maine,Nov-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","231,994",,
Italy,Maine,Dec-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","578,249",,
Italy,Maine,Jan-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","211,641",,
Italy,Maine,Feb-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","325,875",,
Italy,Maine,Mar-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","421,489",,
Italy,Maine,Apr-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","252,390",,
Italy,Maine,May-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","482,348",,
Italy,Maine,Jun-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","289,709",,
Italy,Maine,Jul-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","463,997",,
Italy,Maine,Aug-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","612,400",,
Italy,Maine,Sep-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","263,882",,
Italy,Maine,Oct-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","485,557",,
Italy,Maine,Nov-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","86,516",,
Italy,Maine,Dec-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","436,741",,
Italy,Maine,Jan-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","144,624",,
Italy,Maine,Feb-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","236,459",,
Italy,Maine,Mar-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","396,344",,
Italy,Maine,Apr-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","307,350",,
Italy,Maine,May-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","391,632",,
Italy,Maine,Jun-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","310,760",,
Italy,Maine,Jul-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","691,181",,
Italy,Maine,Aug-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","615,353",,
Italy,Maine,Sep-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","194,935",,
Italy,Maine,Oct-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","185,550",,
Italy,Maine,Nov-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,865",,
Italy,Maine,Dec-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","309,503",,
Italy,Maine,Jan-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","185,010",,
Italy,Maine,Feb-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","200,624",,
Italy,Maine,Mar-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","299,210",,
Italy,Maine,Apr-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","100,289",,
Italy,Maine,May-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","269,228",,
Italy,Maine,Jun-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","303,849",,
Italy,Maine,Jul-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","217,022",,
Italy,Maine,Aug-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","428,640",,
Italy,Maine,Sep-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","538,624",,
Italy,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","541,784",,
Italy,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","327,430",,
Italy,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","836,534",,
Italy,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","121,501",,
Italy,Maine,Feb-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","106,853",,
Italy,Maine,Mar-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","58,540",,
Italy,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","238,572",,
Italy,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","227,169",,
Italy,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","398,933",,
Italy,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","244,078",,
Italy,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","298,935",,
Italy,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","344,020",,
Italy,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","185,772",,
Italy,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","339,879",,
Italy,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","503,646",,
Italy,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","159,415",,
Italy,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","124,966",,
